landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.6276194453239441,0.7524009346961975,-6.823303806413605e-07,0.6062482595443726,0.6463928818702698,-0.06434158235788345,0.6253905296325684,0.5276699662208557,-0.0958051010966301,0.6439455151557922,0.44477277994155884,-0.11510266363620758,0.6774032115936279,0.35809797048568726,-0.126381054520607,0.7212690711021423,0.5930207371711731,-0.09069667756557465,0.5895466804504395,0.6209597587585449,-0.126569926738739,0.5800140500068665,0.6315435171127319,-0.14225070178508759,0.6185101270675659,0.6297763586044312,-0.15420326590538025,0.7419618368148804,0.6943849325180054,-0.07906465977430344,0.5882681608200073,0.7179164886474609,-0.1059768944978714,0.5910261869430542,0.7114283442497253,-0.10366600006818771,0.6314676403999329,0.7010573744773865,-0.10618158429861069,0.7407893538475037,0.7876529693603516,-0.07203394919633865,0.6029223799705505,0.7930659651756287,-0.10330016165971756,0.5998053550720215,0.7805829048156738,-0.08058461546897888,0.6330737471580505,0.7685017585754395,-0.06481005996465683,0.7284688949584961,0.8681031465530396,-0.07266952097415924,0.635222315788269,0.8654589653015137,-0.10436928272247314,0.624961256980896,0.8460854291915894,-0.09681138396263123,0.6425580382347107,0.8335257768630981,-0.08724100142717361,thumbs_up
0.7362684607505798,0.7321363091468811,-7.234060461769332e-08,0.7241740822792053,0.6110964417457581,-0.006230576895177364,0.6922845244407654,0.5103849768638611,-0.02287125028669834,0.6806387305259705,0.4262593388557434,-0.041034601628780365,0.6992582678794861,0.36076590418815613,-0.06006975471973419,0.5960970520973206,0.5351947546005249,-0.03480619937181473,0.5172308087348938,0.5473891496658325,-0.05203765630722046,0.5447769165039062,0.5627874135971069,-0.0615689642727375,0.5789899826049805,0.5649828910827637,-0.06611955165863037,0.583001971244812,0.6113803386688232,-0.040449656546115875,0.5208267569541931,0.6141966581344604,-0.04929264262318611,0.5500848889350891,0.6234660148620605,-0.047928858548402786,0.5828713178634644,0.6263396739959717,-0.0485650859773159,0.5805724263191223,0.684216320514679,-0.044912803918123245,0.5347189903259277,0.6746740341186523,-0.04702085256576538,0.5590664148330688,0.6799420714378357,-0.03636167198419571,0.5892668962478638,0.6846005916595459,-0.0313212051987648,0.5843702554702759,0.7495639324188232,-0.05024363845586777,0.5508540868759155,0.7329057455062866,-0.04672705754637718,0.5742061734199524,0.73661869764328,-0.03273402526974678,0.5990493893623352,0.740960955619812,-0.02249467745423317,thumbs_up
0.6686547994613647,0.7659050822257996,-6.094257969380124e-07,0.6845627427101135,0.6460062265396118,-0.026844851672649384,0.7036153674125671,0.5378738045692444,-0.04862498492002487,0.7269015312194824,0.4408373534679413,-0.07163050770759583,0.7233735918998718,0.37620484828948975,-0.0880458652973175,0.8225626945495605,0.559968888759613,-0.014641228131949902,0.8631380796432495,0.5241456627845764,-0.05979693681001663,0.8058201670646667,0.5572822690010071,-0.08878190070390701,0.761598527431488,0.5822664499282837,-0.10303586721420288,0.842545211315155,0.6250872611999512,-0.018054157495498657,0.8737566471099854,0.5917413830757141,-0.07306312024593353,0.7963780164718628,0.6197571754455566,-0.09333629161119461,0.7514477372169495,0.6351984143257141,-0.0968255028128624,0.8463312983512878,0.6974028944969177,-0.026542242616415024,0.8765111565589905,0.6766952872276306,-0.07162875682115555,0.801419198513031,0.6828082203865051,-0.06283057481050491,0.7516497373580933,0.6808044910430908,-0.04554743692278862,0.8342997431755066,0.7610815167427063,-0.03744636848568916,0.8588279485702515,0.7460784912109375,-0.06044713407754898,0.8034830689430237,0.7350322008132935,-0.047855619341135025,0.7686775922775269,0.7246983647346497,-0.03189036622643471,thumbs_up
0.6705883145332336,0.689595639705658,-8.571640819354798e-07,0.6471533179283142,0.5579475164413452,-0.09601334482431412,0.6619376540184021,0.391596257686615,-0.15102510154247284,0.6755438446998596,0.2678603529930115,-0.18855394423007965,0.7231977581977844,0.14433470368385315,-0.21380433440208435,0.7921494245529175,0.49040234088897705,-0.1530575156211853,0.5909562110900879,0.48506879806518555,-0.21449612081050873,0.5802564024925232,0.4986930191516876,-0.2381242960691452,0.6333882808685303,0.5161135196685791,-0.25281932950019836,0.8097631931304932,0.6415198445320129,-0.13626404106616974,0.5551708936691284,0.630803108215332,-0.1876997947692871,0.5749418139457703,0.6173643469810486,-0.1821981817483902,0.645550012588501,0.6136792302131653,-0.17863519489765167,0.7955409288406372,0.7781236171722412,-0.12536129355430603,0.5700326561927795,0.744598388671875,-0.17825700342655182,0.5872270464897156,0.7232050895690918,-0.1342916488647461,0.6497173309326172,0.715981662273407,-0.09808598458766937,0.7646427154541016,0.8898342251777649,-0.12642259895801544,0.6105309128761292,0.8545252084732056,-0.1817229837179184,0.6189470887184143,0.8286547660827637,-0.1679811030626297,0.6656011939048767,0.8215007185935974,-0.1460382044315338,thumbs_up
0.6794678568840027,0.7779279947280884,-4.845862235924869e-07,0.6493093967437744,0.6480726003646851,-0.015061759389936924,0.6372498869895935,0.5197655558586121,-0.02893863059580326,0.647454023361206,0.42946532368659973,-0.04263795167207718,0.6803703904151917,0.36657342314720154,-0.05489471182227135,0.6778261065483093,0.535952091217041,-0.030825145542621613,0.5824643969535828,0.5397661328315735,-0.061638981103897095,0.5953933000564575,0.5760719776153564,-0.07787197083234787,0.6292821764945984,0.5737935304641724,-0.08748039603233337,0.6815916299819946,0.6038330793380737,-0.038712408393621445,0.5736247897148132,0.6005841493606567,-0.06691017746925354,0.5973506569862366,0.6229726076126099,-0.06959310173988342,0.6329320073127747,0.6226677894592285,-0.07275211066007614,0.678043007850647,0.6666000485420227,-0.049502115696668625,0.5748996734619141,0.6561249494552612,-0.07886236906051636,0.595734715461731,0.6746381521224976,-0.06861753761768341,0.6313092708587646,0.6732820272445679,-0.05975104495882988,0.6693321466445923,0.7236084938049316,-0.06172242388129234,0.5854269862174988,0.7070114612579346,-0.08030381798744202,0.604470431804657,0.7181099057197571,-0.07391710579395294,0.6401194930076599,0.7220748662948608,-0.06743957102298737,thumbs_up
0.6591789126396179,0.7851668000221252,-4.1067289657803485e-07,0.6405458450317383,0.695728063583374,-0.002832848811522126,0.6272592544555664,0.6058667302131653,-0.010905470699071884,0.6321840286254883,0.5393536686897278,-0.02025429718196392,0.6587252616882324,0.49351632595062256,-0.028943706303834915,0.6488679051399231,0.5898013710975647,-0.017156824469566345,0.5748593211174011,0.5907448530197144,-0.03631390631198883,0.5808865427970886,0.6248519420623779,-0.0452258475124836,0.6031510233879089,0.6289785504341125,-0.050294481217861176,0.6514699459075928,0.6341869235038757,-0.02584861032664776,0.5697891116142273,0.6391902565956116,-0.0432722307741642,0.5819745659828186,0.6627605557441711,-0.043258413672447205,0.60479736328125,0.6656201481819153,-0.0439634770154953,0.6488996148109436,0.6791407465934753,-0.035627830773591995,0.5738192796707153,0.6814254522323608,-0.052493639290332794,0.585746169090271,0.7006813287734985,-0.0429842472076416,0.6078920364379883,0.7013552188873291,-0.03600360080599785,0.6435781717300415,0.7234036922454834,-0.04569645971059799,0.5811129212379456,0.7180200219154358,-0.05579548329114914,0.5917007923126221,0.7323072552680969,-0.04874803498387337,0.6133241057395935,0.7368987798690796,-0.04234566166996956,thumbs_up
0.6586765050888062,0.7526078820228577,-2.7242418809692026e-07,0.6468415856361389,0.6907396912574768,-0.004427782725542784,0.6281534433364868,0.6222695112228394,-0.01266590878367424,0.6243393421173096,0.5679984092712402,-0.021429825574159622,0.6421612501144409,0.5271397829055786,-0.02980649098753929,0.6319091320037842,0.6041197180747986,-0.021834569051861763,0.5686691999435425,0.6079884767532349,-0.04081382229924202,0.5782269835472107,0.6339858174324036,-0.04866839200258255,0.598921537399292,0.6375719904899597,-0.05214296281337738,0.6337673664093018,0.6391749382019043,-0.02777516096830368,0.5679804086685181,0.6498008370399475,-0.044537171721458435,0.5835393667221069,0.666591227054596,-0.043434929102659225,0.6040397882461548,0.6662169694900513,-0.0425582081079483,0.6324871182441711,0.6775516271591187,-0.03460903465747833,0.5749940276145935,0.6868662238121033,-0.05056369677186012,0.5897995233535767,0.7002143263816833,-0.042095012962818146,0.6086005568504333,0.6997923254966736,-0.03519041836261749,0.6306273937225342,0.7159223556518555,-0.041572052985429764,0.5837624073028564,0.718559205532074,-0.0516471266746521,0.5970951914787292,0.7279059886932373,-0.04597253352403641,0.6161831021308899,0.7289546132087708,-0.040354788303375244,thumbs_up
0.7199606895446777,0.689048707485199,-6.921496833456331e-07,0.6524513959884644,0.68794846534729,-0.05109553039073944,0.5746926665306091,0.6542912125587463,-0.08026741445064545,0.5123374462127686,0.6298567056655884,-0.099357470870018,0.4573436677455902,0.6043545603752136,-0.1096099242568016,0.6145718097686768,0.5067682862281799,-0.07407531142234802,0.6093255281448364,0.6123271584510803,-0.10289277136325836,0.6226601004600525,0.6484062671661377,-0.10777163505554199,0.6288690567016602,0.6210136413574219,-0.11109016835689545,0.6749793887138367,0.4883115887641907,-0.06657300889492035,0.6682066321372986,0.6390169858932495,-0.09624507278203964,0.6655347347259521,0.6621755957603455,-0.09599019587039948,0.6585623621940613,0.6214877367019653,-0.09610811620950699,0.7306159734725952,0.4998944401741028,-0.06273135542869568,0.7165472507476807,0.6452895402908325,-0.09377328306436539,0.7123723030090332,0.6702805757522583,-0.08063321560621262,0.7114920020103455,0.6406432390213013,-0.07036930322647095,0.7759770154953003,0.5243569016456604,-0.06435316801071167,0.7622978091239929,0.6358192563056946,-0.09083309769630432,0.7521482706069946,0.6744019985198975,-0.08811073005199432,0.7474676966667175,0.6719876527786255,-0.08269321918487549,thumbs_up
0.7060222625732422,0.7584017515182495,-8.122435701807262e-07,0.6435499787330627,0.7125393152236938,-0.051015689969062805,0.6061348915100098,0.611142635345459,-0.07344077527523041,0.5803143978118896,0.540138840675354,-0.0878961831331253,0.5543882250785828,0.47275876998901367,-0.09422414004802704,0.6979407072067261,0.5124608278274536,-0.047317687422037125,0.6671910881996155,0.6009809970855713,-0.08091212064027786,0.6489084959030151,0.6564549207687378,-0.09546511620283127,0.6542099714279175,0.6499938368797302,-0.10466554760932922,0.7566115856170654,0.5410638451576233,-0.0406610481441021,0.711311936378479,0.6567819714546204,-0.07389979064464569,0.6825329065322876,0.6886007189750671,-0.0799928605556488,0.6843355894088745,0.6580622792243958,-0.08228656649589539,0.7981022596359253,0.5918949246406555,-0.040527306497097015,0.7474617958068848,0.6963138580322266,-0.07504468411207199,0.7190175652503967,0.722327709197998,-0.0671769380569458,0.720643937587738,0.6948339343070984,-0.05885212495923042,0.8254358172416687,0.6439014673233032,-0.04604756459593773,0.7838926911354065,0.724621593952179,-0.07226594537496567,0.7558663487434387,0.7502846717834473,-0.07057976722717285,0.7519104480743408,0.7344187498092651,-0.06556709110736847,thumbs_up
0.6961619853973389,0.7982922792434692,-8.098978128145973e-07,0.646048903465271,0.7223184704780579,-0.05034415423870087,0.6363732814788818,0.6129853129386902,-0.0734921246767044,0.6341716051101685,0.5326169729232788,-0.08886771649122238,0.6295167803764343,0.4554538428783417,-0.09601329267024994,0.7581861615180969,0.5694058537483215,-0.048238418996334076,0.7021831274032593,0.6415554285049438,-0.08132956922054291,0.6714751720428467,0.6804035902023315,-0.0951068326830864,0.6799448132514954,0.6756051778793335,-0.10371879488229752,0.804240882396698,0.6270920634269714,-0.041308511048555374,0.7283881306648254,0.7120410203933716,-0.07276228070259094,0.6945487260818481,0.7261411547660828,-0.0769866406917572,0.7067096829414368,0.7019724249839783,-0.07841212302446365,0.8275940418243408,0.6950098276138306,-0.04056631773710251,0.7502797842025757,0.7629324197769165,-0.07376118004322052,0.7186415195465088,0.7737542390823364,-0.06500983238220215,0.7287172675132751,0.7530907392501831,-0.05616702511906624,0.8369172811508179,0.7577674388885498,-0.04547511413693428,0.7754455208778381,0.8091691732406616,-0.071029432117939,0.745772123336792,0.815354585647583,-0.06979133933782578,0.747844934463501,0.7968636751174927,-0.06505675613880157,thumbs_up
